0,8271,10
1,6178,9
2,3938,6
3,9643,9
4,3694,8
5,2722,6
6,5104,7
7,6224,7
8,9324,10
9,9911,10
10,9146,10
11,7444,7
12,5001,6
13,8409,7
14,8073,6
15,9198,12
16,9194,10
17,4916,10
18,7515,9
19,4433,7
20,4246,5
21,3841,9
22,7564,7
23,7084,7
24,2393,8
25,8714,10
26,6288,7
27,8447,7
28,7707,6
29,2206,4
30,9162,10
31,5551,6
32,2923,7
33,4763,6
34,8406,8
35,9324,10
36,4093,5
37,5451,7
38,6650,7
39,2526,7
40,4166,7
41,9506,6
42,3478,6
43,2360,4
44,6855,6
45,8502,7
46,8095,6
47,6735,5
48,2631,7
49,6782,5
50,1818,9
51,6898,6
52,9274,8
53,9007,5
54,7097,5
55,1971,10
56,2190,10
57,6229,7
58,8547,7
59,6561,8
60,8584,7
61,5900,6
62,8781,10
63,5202,6
64,7721,8
65,7635,5
66,7930,6
67,9825,9
68,5657,6
69,8324,9
70,6353,6
71,8879,7
72,1283,9
73,6405,7
74,3430,6
75,8963,7
76,6020,6
77,6743,5
78,4317,8
79,5066,8
80,4226,6
81,6553,8
82,8169,10
83,4575,7
84,5223,5
85,4251,6
86,6685,8
87,3241,5
88,6878,6
89,9929,8
90,8770,7
91,4191,10
92,6818,9
93,1427,8
94,7740,6
95,9892,7
96,8707,6
97,6569,8
98,8770,7
99,4704,7
100,6485,7
101,1241,5
102,7221,8
103,3276,4
104,9098,7
105,2375,8
106,8077,6
107,6599,8
108,4064,6
109,3851,9
110,1970,10
111,1935,10
112,7141,8
113,5526,7
114,2158,9
115,2230,7
116,8507,8
117,8314,9
118,7410,8
119,3848,7
120,8076,6
121,3321,5
122,5939,8
123,8626,8
124,3042,5
125,4521,6
126,2415,6
127,7337,7
128,9289,8
129,8351,9
130,1609,10
131,1581,9
132,2038,5
133,3917,10
134,8407,8
135,3070,5
136,4003,5
137,3203,7
138,8780,5
139,5977,7
140,9364,9
141,6787,5
142,2768,6
143,8789,6
144,7059,8
145,2101,4
146,9731,10
147,5636,7
148,5260,8
149,4176,9
150,7891,10
151,4632,7
152,1428,9
153,9175,10
154,4671,8
155,4131,6
156,9963,7
157,6734,6
158,6465,8
159,7138,9
160,3355,5
161,6276,8
162,6238,7
163,3339,5
164,4654,7
165,5042,5
166,1803,9
167,9329,8
168,5280,7
169,6504,8
170,9693,7
171,1693,10
172,5446,8
173,2215,6
174,4326,7
175,2459,8
176,7916,10
177,4904,7
178,4516,7
179,8397,5
180,3472,7
181,9835,9
182,6506,7
183,9298,8
184,4150,6
185,1968,11
186,5347,7
187,9070,6
188,8315,9
189,8523,8
190,1871,10
191,7080,5
192,4641,7
193,7895,7
194,1507,8
195,9570,6
196,2325,4
197,2680,6
198,6886,6
199,7453,8
200,8283,7
201,9784,7
202,5519,10
203,7984,7
204,2556,7
205,4220,6
206,1814,9
207,5068,6
208,2900,7
209,3163,7
210,5380,7
211,8024,6
212,6388,7
213,7335,7
214,5861,9
215,3647,6
216,2838,6
217,2558,7
218,5492,8
219,9308,9
220,4071,8
221,9593,8
222,9223,7
223,6669,6
224,6341,7
225,2016,7
226,1510,6
227,2283,6
228,9713,10
229,1922,10
230,8825,8
231,6017,8
232,9861,10
233,2744,6
234,6513,7
235,6747,8
236,1503,6
237,5275,6
238,9872,7
239,4206,6
240,2681,9
241,2322,5
242,5255,7
243,6254,8
244,6158,9
245,9042,6
246,1520,6
247,9057,8
248,2516,7
249,4130,5
250,3406,5
251,1840,9
252,6896,6
253,1490,10
254,7254,9
255,4933,7
256,5976,6
257,8940,7
258,8032,8
259,5842,10
260,4426,6
261,5793,8
262,6822,7
263,5885,7
264,9037,8
265,6843,7
266,2740,7
267,5797,7
268,4739,7
269,1458,9
270,5775,7
271,1348,9
272,2904,8
273,7921,10
274,1203,4
275,2635,6
276,6723,4
277,9176,10
278,8973,8
279,3219,10
280,5936,8
281,8372,7
282,4042,5
283,4678,7
284,1860,9
285,7435,9
286,7628,7
287,9460,7
288,5504,7
289,6975,8
290,1242,5
291,5180,9
292,9528,7
293,8402,6
294,1715,8
295,7566,7
296,9934,8
297,9109,10
298,2573,7
299,9382,8
300,2691,10
301,1911,10
302,9835,9
303,8520,7
304,7932,8
305,2716,9
306,8730,6
307,8341,9
308,3970,6
309,9587,8
310,2867,8
311,5111,6
312,4137,8
313,9913,10
314,9137,10
315,5996,7
316,4393,6
317,7425,8
318,5974,7
319,2698,7
320,4686,6
321,5167,8
322,4628,5
323,1237,8
324,7323,6
325,8347,9
326,3822,6
327,2818,9
328,8951,10
329,6194,10
330,1458,9
331,8947,6
332,7344,8
333,4563,7
334,6069,4
335,2224,6
336,2830,6
337,7045,6
338,6360,7
339,8257,7
340,4119,10
341,2783,6
342,2470,6
343,9233,7
344,5237,7
345,1010,3
346,9593,8
347,5512,6
348,9493,7
349,9564,9
350,7173,8
351,9489,8
352,5701,8
353,1305,6
354,8198,11
355,5670,7
356,8364,8
357,6366,7
358,7046,7
359,4505,6
360,2194,10
361,5689,7
362,6910,10
363,3142,6
364,7075,7
365,1096,10
366,9108,11
367,5599,6
368,8605,7
369,6459,7
370,8445,7
371,6298,7
372,8375,9
373,2210,6
374,6404,7
375,3095,8
376,2493,8
377,5475,7
378,7105,8
379,4127,8
380,6188,9
381,6660,6
382,7896,6
383,4879,6
384,2007,4
385,5166,7
386,1920,10
387,1796,10
388,5730,6
389,5243,7
390,1219,10
391,6708,6
392,4143,7
393,2679,6
394,2775,7
395,2090,7
396,4737,7
397,2153,6
398,7357,7
399,1849,10
400,4698,6
401,7588,6
402,5239,9
403,9984,8
404,8823,6
405,2778,7
406,1611,7
407,4933,7
408,7596,6
409,6867,5
410,2041,5
411,4813,9
412,3239,8
413,7061,9
414,8388,6
415,4144,5
416,5461,7
417,1017,8
418,2409,7
419,6795,9
420,3546,6
421,2962,8
422,4700,6
423,1076,9
424,5590,7
425,3554,5
426,5725,7
427,6897,6
428,3989,7
429,1812,9
430,7410,8
431,2902,7
432,6720,6
433,6268,7
434,4209,8
435,8270,8
436,4569,8
437,6641,8
438,1582,9
439,4708,6
440,5230,7
441,4925,9
442,1573,8
443,6750,7
444,3098,6
445,4754,7
446,8503,8
447,2096,7
448,3678,3
449,2352,5
450,9877,8
451,1164,7
452,2749,7
453,6105,8
454,9229,6
455,4430,6
456,5809,7
457,7070,5
458,7026,7
459,9414,10
460,6880,7
461,7298,6
462,8706,5
463,3338,5
464,2444,6
465,2906,8
466,1608,9
467,5614,8
468,2139,10
469,6229,7
470,5828,8
471,6325,7
472,8867,7
473,2249,7
474,3056,6
475,1716,9
476,5120,6
477,5694,7
478,5996,7
479,4624,7
480,9647,7
481,9898,8
482,3325,5
483,4408,7
484,7115,8
485,9512,10
486,8022,8
487,7630,6
488,1987,11
489,5658,6
490,6532,7
491,3254,3
