0,1337,6
1,9060,7
2,2277,6
3,5002,6
4,2976,7
5,6009,7
6,7827,6
7,2392,9
8,7172,7
9,6069,6
10,3069,5
11,4169,7
12,3087,4
13,2871,9
14,6601,5
15,3720,5
16,8623,7
17,8695,6
18,9630,7
19,1344,5
20,4724,6
21,4488,6
22,2129,9
23,8125,8
24,4255,6
25,3566,6
0,8403,6
1,1045,3
2,7260,6
3,6490,6
4,2764,6
5,5169,7
0,6838,8
1,2229,8
2,8411,9
3,8923,6
4,3519,8
5,1882,7
6,3250,4
7,5184,8
8,9451,9
9,5133,5
10,5566,5
11,9023,5
12,3655,5
13,1534,4
14,6338,7
15,7885,7
16,9726,6
17,8654,8
18,3653,5
19,5105,6
20,2690,8
21,3036,5
22,8439,6
23,4276,6
24,7295,8
25,2372,7
26,4913,8
27,1270,7
28,8761,7
29,9437,8
30,7563,6
31,7352,6
32,4007,6
33,2305,4
34,8463,7
35,1312,3
36,2531,5
37,8622,8
38,1199,8
39,1831,9
40,3229,9
41,2307,7
42,5707,7
43,2368,7
44,8610,5
45,6789,8
